Original Dataset,Operated by:,Dataset Description,PROGRAM,SITE NAME,HOURS OF OPERATION,PHONE,LOCATION,FAX,Fax 2,Phone 2,Phone 3,Phone 4,Phone 5,ADMIN,COUNTY,EMAIL,CATEGORY,Website,Additional information,Additional information - 2
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Fleming, J. Robert, D.D.S.",,,"2004 Fox Dr
Champaign, IL 61820-7332
(40.08966212266444, -88.25034565027757)",,,,,,,"J. Robert Fleming, D.D.S.",Champaign,jrfortho@aol.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"King, Gene P., D.D.S.",,,"701 Devonshire Dr
Champaign, IL 61820-7337
(40.08954827860072, -88.25438924821736)",,,,,,,"Gene P. King, D.D.S.",Champaign,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Grinberg Dental Care,,,"2104 Windsor PL
Champaign, IL 61820-7772
(40.08346911815552, -88.24838267854187)",,,,,,,"Yana Grinberg, D.D.S.",Champaign,ygdds@comcast.net,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Illini Dental Care,,,"14 Anthony Dr
Champaign, IL 61820-7802
(40.136340003785165, -88.24254517709147)",,,,,,,"Angie Cravens, Office Manager",Champaign,kjulius@heartlanddentalcare.com,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Champaign-Urbana Public Health,,,"201 Kenyon Rd
Champaign, IL 61820-7807
(40.1340197529496, -88.24564783809257)",,,,,,,"Julie Pryde, Administrator",Champaign,,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Creative Smiles,,,"1905 Convenience Pl
Champaign, IL 61820-7814
(40.1392987732616, -88.24290490590317)",,,,,,,"Jim W. Yu, D.D.S.",Champaign,kjulius@heartlanddentalcare.com,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Dentistry by Design,,,"1905 Convenience Pl
Champaign, IL 61820-7814
(40.1392987732616, -88.24290490590317)",,,,,,,"Yoonsang Chung, D.D.S.",Champaign,kjulius@heartlanddentalcare.com,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Standley, Thomas E., D.M.D.",,,"30 Green St
Champaign, IL 61820-7905
(40.11023284533966, -88.24253983981932)",,,,,,,"Thomas E. Standley, D.M.D.",Champaign,tstandleydmd@sbcglobal.net,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Baytown Dental Center,,,"907 Marketview Dr
Champaign, IL 61821-1221
(40.145467000401936, -88.27293399980408)",,,,,,,"Jack Hammerschmidt, Practice Administrator",Champaign,,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Trautman, Michael L., D.M.D.",,,"2108 John St
Champaign, IL 61821-3612
(40.10926141748297, -88.28264594637795)",,,,,,,"Michael L. Trautman, D.M.D.",Champaign,office@champaigndentist.net,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Haussermann, Alan, D.D.S.",,,"919 Kirby Ave
Champaign, IL 61821-5121
(40.09809183787905, -88.260486651576)",,,,,,,"Alan W. Haussermann, D.D.S.",Champaign,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Champaign on Kirby Oral & Maxiofacial Surgery,,,"1813 Kirby
Champaign, IL 61821-5910
(40.09817704495946, -88.27705457837824)",,,,,,,Christine Willford,Champaign,,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Chladny, Wesley J., D.M.D., M.S.",,,"1715 Broadmoor Dr
Champaign, IL 61821-5933
(40.094251732813916, -88.27597297692057)",,,,,,,"Wesley J. Chladny, D.M.D., M.S.",Champaign,office@cmiortho.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Gray,Yallaly & Black, D.D.S.",,,"1717 Broadmoor Dr
Champaign, IL 61821-5933
(40.094251732813916, -88.276017943022)",,,,,,,"Gray, Yallaly &  Black, D.D.S.",Champaign,sally.martinie@gmail.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Rose, Gregg L., D.D.S.",,,"1715 Broadmoor Dr
Champaign, IL 61821-5933
(40.094251732813916, -88.27597297692057)",,,,,,,"Gregg L. Rose, D.D.S.",Champaign,childdds@yahoo.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Anderson, Scott F., D.D.S.",,,"2535 Galen Dr
Champaign, IL 61821-7005
(40.08741623533697, -88.26271556135102)",,,,,,,"Scott F. Anderson, D.D.S.",Champaign,sfanderson@sbcglobal.net,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Wallen, Douglas M., D.D.S.",,,"2502 Galen Dr
Champaign, IL 61821-7006
(40.08674532966597, -88.2626378156281)",,,,,,,"Douglas M. Wallen, D.D.S.",Champaign,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Martin, Gregory P., D.D.S.",,,"1210 Lancaster Dr
Champaign, IL 61821-7028
(40.0821566699265, -88.2651535120277)",,,,,,,"Gregory P. Martin, D.D.S.",Champaign,katen.gpmartindds@gmail.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Litman, Larry K., D.D.S.",,,"2500 Galen Dr
Champaign, IL 61821-7050
(40.08670940598949, -88.26263732352294)",,,,,,,"Larry K. Litman, D.D.S.",Champaign,villagedentalcare@gmail.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Granite City Dental Care,,,"2102 Market
Champaign, IL 61822-1306
(40.14103393688226, -88.2389694452763)",,,,,,,"Todd Johnson, D.M.D.",Madison,parrilli#yahoo.com,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Janoff, Donald D.D.S.",,,"3004 Crossing Ct
Champaign, IL 61822-6135
(40.084689268005185, -88.29500393921815)",,,,,,,"Donald Janoff, D.D.S.",Champaign,eleeper73@gmail.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Binch, Skip, D.M.D.",,,"2914 Crossing Ct
Champaign, IL 61822-6163
(40.08455704133809, -88.29347378361075)",,,,,,,"Skip Binch, D.M.D.",Champaign,docbinch@yahoo.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Grote, Heath A., D.M.D.",,,"2916 Crossing Ct
Champaign, IL 61822-6163
(40.084628987100416, -88.29395941750653)",,,,,,,"Heath A. Grote, D.M.D.",Champaign,hgrote@sbcglobal.net,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Hill, Martin E., D.D.S.",,,"2917 Crossing Ct
Champaign, IL 61822-6163
(40.08459301421925, -88.2937525734398)",,,,,,,"Martin E. Hill, D.D.S.",Champaign,dana.rice@hotmail.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Jordan, Christopher N., D.D.S.",,,"2920 Crossing Court
Champaign, IL 61822-6163
(40.08466495998158, -88.29478679377348)",,,,,,,"Christopher N. Jordan, D.D.S.",Champaign,cjorth@ameritech.net,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"M. Dean Ramsay, D.D.S.",,,"2917 Crossing Ct
Champaign, IL 61822-6163
(40.08459301421925, -88.2937525734398)",,,,,,,"M. Dean Ramsay, D.D.S.",Champaign,ramsaydds@hotmail.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Shafer Orthodontics,,,"2902 Crossing Ct
Champaign, IL 61822-6175
(40.08432321761046, -88.29247553615824)",,,,,,,"Robert W. Shafer, D.M.D.",Champaign,info@shafersmiles.com,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Shafer Orthodontics - Mahomet,,,"2902 Crossing Ct
Champaign, IL 61822-6176
(40.08432321761046, -88.29247553615824)",,,,,,,"Robert W. Shafer, D.M.D.",Champaign,info@shafersmiles.com,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Frerichs, Jeffrey, D.D.S.",,,"2301 Village Green Pl
Champaign, IL 61822-7630
(40.084628987100416, -88.29613577681744)",,,,,,,"Jeffrey Frerichs, D.D.S.",Champaign,jeff.frerichs@comcast..net,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Sensenbrenner, Kenneth C., D.M.D.",,,"3101 Village Office Pl
Champaign, IL 61822-7673
(40.08088536279916, -88.29608702098409)",,,,,,,"Kenneth C. Sensenbrenner, D.M.D.",Champaign,KCSEN@AOL.COM,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Sammons, Bruce G., D.D.S.",,,"3003 Village Office Place
Champaign, IL 61822-7674
(40.08091478711941, -88.2957041022434)",,,,,,,"Bruce G. Sammons, D.D.S.",Champaign,bgsammonsdds@gmail.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Affiliates In Oral & Max. Surgery,,,"3112 Village Office Place
Champaign, IL 61822-7680
(40.08094098815524, -88.29619582698241)",,,,,,,"Theron C. Waisath, D.M.D.",Champaign,champaign@illinoisjawdocs.com,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Champaign Dental Care,,,"2102 Market St
Champaign, IL 61826-1306
(40.14103393688226, -88.2389694452763)",,,,,,,"Todd A. Johnson, D.M.D.",Champaign,paxtondentalcare@gmail.com,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Johnson, Larry, D.D.S.",,,"3487 Champaign
IL 61826-3487
(40.111714999747505, -88.27876599985098)",,,,,,,"Larry Johnson, D.D.S.",Champaign,larryjohnsonadds@yahoo.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,North Vermilion Family Dental,,,"3607 Vermilion St
Danville, IL 61832-1116
(40.183907848128904, -87.62965251269966)",,,,,,,"Dwayne R. Bacchus, D.D.S.",Vermilion,kjulius@heartlanddentalcare.com,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Crane, Daniel B., D.D.S.",,,"3570 Vermilion St
Danville, IL 61832-1338
(40.18047042377701, -87.6299888238918)",,,,,,,"Daniel B. Crane, D.D.S.",Vermilion,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Danville Family Dental Care,,,"3100 Vermilion St
Danville, IL 61832-1383
(40.17378029756711, -87.630583720947)",,,,,,,"Kim List, Practice  Administrator",Vermilion,,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Satterwhite, Jon T., D.M.D.",,,"1500 Bowman Avenue Rd
Danville, IL 61832-2001
(40.14786656240999, -87.609946996364)",,,,,,,"Jon T. Satterwhite, D.M.D.",Vermilion,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Conn, Phillip W., D.D.S.",,,"712 Fairchild St
Danville, IL 61832-3707
(40.13892169798243, -87.61648936217495)",,,,,,,"Phillip W. Conn, D.D.S.",Vermilion,phillipcdds@mcleodusa.net,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Cooney, Dorothy Jane, D.D.S.",,,"700 Fairchild St
Danville, IL 61832-3707
(40.13891264837731, -87.61660248223903)",,,,,,,"Dorothy Jane Cooney, D.D.S.",Vermilion,djcooney700@aol.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Zundo, George R., D.D.S.",,,"907 Fairchild St
Danville, IL 61832-3710
(40.13902974831964, -87.61102666484567)",,,,,,,"George R. Zundo, D.D.S.",Vermilion,gzundo@aol.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Kunas, Robert A., D.D.S.",,,"818 Sherman St
Danville, IL 61832-3720
(40.13742583396513, -87.64214503133348)",,,,,,,"Robert A. Kunas, D.D.S.",Vermilion,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Paap, Marc S., D.M.D.",,,"909 Logan Ave
Danville, IL 61832-3731
(40.138308753781196, -87.6448720406018)",,,,,,,"Marc S. Paap, D.M.D.",Vermilion,mpaap@mac.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Anderson, Mark W., D.D.S.",,,"909 Logan Ave
Danville, IL 61832-3742
(40.138308753781196, -87.6448720406018)",,,,,,,"Mark W. Anderson, D.D.S.",Vermilion,mwandersonoms@aol.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Ashton, Randal P., D.D.S.",,,"517 Fairchild St
Danville, IL 61832-3801
(40.13883509143067, -87.62260191450356)",,,,,,,"Randal P. Ashton, D.D.S.",Vermilion,docashton@aol.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Hardy, James M., D.D.S.",,,"809 Gilbert St
Danville, IL 61832-3823
(40.137315659960855, -87.63551896413281)",,,,,,,"James M. Hardy, D.D.S.",Vermilion,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Fuesting, Michael L., D.M.D.",,,"1004 Gilbert St
Danville, IL 61832-3849
(40.14045186208143, -87.63556447989113)",,,,,,,"Michael L. Fuesting, D.M.D.",Vermilion,MFUESTING@GMAIL.COM,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Muster & King Orthodontics,,,"1010 Gilbert St
Danville, IL 61832-3849
(40.14055175157564, -87.63556350058236)",,,,,,,"Kevin King, D.M.D., M.S.",Vermilion,kevinkingdmd@gmail.com,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"VanBurk, Richard M., D.M.D., PC",,,"610 Logan Ave
Danville, IL 61832-4321
(40.13334272649863, -87.64493026069619)",,,,,,,"Richard M. VanBurk, D.M.D.",Vermilion,vanburk@hughes.net,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Lewis, Ronald L., D.D.S.",,,"733 Logan Ave
Danville, IL 61832-4322
(40.13558826426186, -87.64486513899715)",,,,,,,"Ronald L. Lewis, D.D.S.",Vermilion,ronlewis3402@comcast.net,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Logan Avenue Dental Care,,,"518 Logan Ave
Danville, IL 61832-4441
(40.13135565156518, -87.64350544376816)",,,,,,,"Mahdi Ali, D.M.D.",Vermilion,,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Grilly, Mary Ellen, D.D.S.",,,"139 Vermilion St
Danville, IL 61832-4718
(40.127608903594194, -87.62994699018056)",,,,,,,"Mary Ellen Grilly, D.D.S.",Vermilion,mgrilly@hotmail.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Holmes Dental Associates,,,"607 Clinton Ave
Farmer City, IL
(40.24175928371129, -88.63461227045701)",,,,,,,"Dennis M. Holmes, D.M.D.",De Witt,holmesdental@frontier.com,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Dale, Galen L., D.D.S.",,,"1504 Patton Dr
Mahomet, IL
(40.193955499846425, -88.3982442000098)",,,,,,,"Galen L. Dale, D.D.S.",Champaign,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Karich, John T., D.M.D.",,,"1504 Patton Dr
Mahomet, IL
(40.193955499846425, -88.3982442000098)",,,,,,,"John T. Karich, D.M.D.",Champaign,jtkdmd1208@aol.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Kassem, Nezar A., D.D.S.",,,"27 Mahomet
IL 61853-0027
(40.223318237846456, -88.40605649820878)",,,,,,,"Nezar A. Kassem, D.D.S.",Champaign,nkasse1@uic.edu,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Williams, Mark N., D.M.D.",,,"804-I Eastwood Center
Mahomet, IL 61853-0627
(40.196095913404825, -88.39744648578326)",,,,,,,"Mark N. Williams, D.M.D.",Champaign,marknwilliamsdms@gmail.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Woodruff, Valerie, D.D.S.",,,"200 Eastwood Dr
Mahomet, IL 61853-7035
(40.19502975941731, -88.39587058986683)",,,,,,,"Valerie Woodruff, D.D.S.",Champaign,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Mobile Dental of Illinois, P.C.",,,"550 Randolph Ave
Mahomet, IL 61853-9425
(40.20851109777286, -88.36100033750697)",,,,,,,Angela Smith,Champaign,,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Hissong, Brandon J., D.M.D.",,,"806 Bridge St
Monticello, IL 61856-1038
(40.02982231532674, -88.58133765068166)",,,,,,,"Brandon J. Hissong, D.M.D.",Piatt,bhissongdmd@mchsi.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Wintersteen, Bruce C., D.D.S.",,,"112 Washington St
Monticello, IL 61856-1641
(40.02543942673384, -88.57175176053208)",,,,,,,"Bruce C. Wintersteen, D.D.S.",Piatt,docbruce@prairieinet.net,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Brady, Ross, D.D.S.",,,"214 Washington St
Monticello, IL 61856-1653
(40.02533709542002, -88.57077547246271)",,,,,,,"Ross Brady, D.D.S.",Piatt,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Hudson, Mark R., D.M.D.",,,"1006 Market St
Monticello, IL 61856-1842
(40.032945089573296, -88.57245856071943)",,,,,,,"Mark R. Hudson, D.M.D.",Piatt,drsout1@aol.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Hess, Arthur, D.M.D.",,,"1419 Pine Ave
Rantoul, IL 61866-2019
(40.3150722338161, -88.13567190842362)",,,,,,,"Arthur Hess, D.M.D.",Champaign,elsie4drhess@yahoo.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Wetzel, Roger T., D.D.S.",,,"1421 Pine Ave
Rantoul, IL 61866-2019
(40.31504428422738, -88.13554384204537)",,,,,,,"Roger T. Wetzel, D.D.S.",Champaign,letzwtor@sbcglogal.net,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Lavery, William, D.D.S.",,,"700 Grove Ave
Rantoul, IL 61866-2512
(40.31204954186984, -88.14869193011373)",,,,,,,"William Lavery, D.D.S.",Champaign,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Robinson, Robert E., D.D.S.",,,"700 Grove Ave
Rantoul, IL 61866-2512
(40.31204954186984, -88.14869193011373)",,,,,,,"Robert E. Robinson, D.D.S.",Champaign,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Wright, H.D., Jr., D.D.S.",,,"1267 Grove Ave
Rantoul, IL 61866-2629
(40.311914057267714, -88.14124853803918)",,,,,,,"H.D. Wright, Jr., D.D.S.",Champaign,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Schutt, Norman L., D.D.S., M.S.",,,"730 Enterprise Dr
Rantoul, IL 61866-3689
(40.298865480920256, -88.16058096734105)",,,,,,,"Norman L. Schutt, D.D.S., M.S.",Champaign,docschutt@aol.com,Dentist,,,
